name,state_code,city,founded_at,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,category_code,status,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,months_to_first_funding,months_to_last_funding,label
NearWoo,CA,Los Angeles,2012-01-05,2013-08-13,2013-08-13,1,1200000,mobile,operating,0,0,1,0,0,0,0,0,0,0,19,19,Failure
Nearbuy Systems,CA,San Mateo,2010-04-01,2011-07-21,2012-11-23,3,3282327,analytics,operating,0,0,0,0,0,0,0,0,0,1,15,31,Failure
Nearpod,FL,Hallandale Beach,2012-01-01,2013-03-01,2013-03-01,1,1500000,education,operating,0,0,0,0,0,0,0,0,0,1,14,14,Failure
Neato Robotics,CA,Newark,2009-01-01,2012-04-19,2013-08-13,2,26200000,hardware,operating,0,0,0,0,0,0,0,0,0,1,39,55,Success
NebuAd,CA,Redwood City,2006-01-01,2007-07-01,2007-09-01,2,30150000,advertising,closed,0,0,0,0,1,0,0,0,0,0,18,20,Failure
Nebula,CA,Palo Alto,2011-04-01,2012-09-05,2012-09-05,1,25000000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,17,17,Success
Needle,UT,Draper,2010-01-01,2011-02-04,2012-07-02,3,15000000,software,operating,1,0,0,0,0,0,0,0,0,0,13,30,Success
Negevtech,CA,Santa Clara,1999-01-01,2006-04-30,2006-04-30,1,36000000,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,87,87,Success
NeoEdge Networks,CA,Mountain View,2002-05-02,2007-06-08,2010-12-20,3,10000000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,61,103,Success
NeoGuide Systems,CA,San Jose,2000-01-01,2006-09-29,2006-09-29,1,25000000,biotech,acquired,0,0,0,0,0,0,0,1,0,0,80,80,Success
NeoMedia Technologies,CO,Boulder,1989-01-01,2010-05-27,2010-09-29,2,11365000,mobile,operating,0,0,1,0,0,0,0,0,0,0,256,260,Success
NeoNova Network Services,NC,Morrisville,1994-01-01,2009-09-18,2009-09-18,1,2000000,network_hosting,acquired,0,0,0,0,0,0,0,0,0,1,188,188,Success
NeoPath Networks,CA,Mountain View,2002-01-01,2006-05-22,2006-05-22,1,11000000,software,acquired,1,0,0,0,0,0,0,0,0,0,52,52,Success
NeoPhotonics,CA,San Jose,1997-01-01,2005-07-07,2012-05-07,6,155673840,network_hosting,ipo,0,0,0,0,0,0,0,0,0,1,102,184,Success
NeoScale Systems,CA,Milpitas,2000-01-01,2005-03-16,2005-03-16,1,12000000,public_relations,operating,0,0,0,0,0,0,0,0,0,1,62,62,Success
Neocase Software,CA,San Francisco,2001-01-01,2006-10-23,2008-12-04,2,16500000,software,operating,1,0,0,0,0,0,0,0,0,0,69,95,Success
Neocleus,NJ,Jersey City,2006-01-01,2006-07-01,2009-11-03,3,28080000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,6,46,Success
Neoconix,CA,Sunnyvale,2003-01-01,2006-01-01,2013-09-17,3,39900000,hardware,operating,0,0,0,0,0,0,0,0,0,1,36,128,Success
Neohapsis,MA,Cambridge,1997-01-01,2007-01-22,2013-06-28,3,18447691,enterprise,operating,0,0,0,1,0,0,0,0,0,0,120,197,Success
Neomend,CA,Irvine,1999-01-01,2010-01-27,2011-08-03,2,50000000,biotech,acquired,0,0,0,0,0,0,0,1,0,0,132,151,Success
Neopolitan Networks,CA,Palo Alto,2002-01-01,2007-06-28,2007-06-28,1,3170000,web,closed,0,1,0,0,0,0,0,0,0,0,65,65,Failure
Neotract,CA,Mountain View,2004-01-01,2006-03-30,2012-05-24,4,103399995,medical,operating,0,0,0,0,0,0,0,0,0,1,26,100,Success
Neptune Mobile Devices,AZ,Phoenix,2009-04-01,2010-08-01,2010-08-01,1,100000,software,operating,1,0,0,0,0,0,0,0,0,0,16,16,Failure
Ness Computing,CA,Los Altos,2009-10-01,2011-07-19,2012-08-21,2,20000000,search,operating,0,0,0,0,0,0,0,0,0,1,21,34,Success
Nest Labs,CA,Palo Alto,2010-05-25,2010-09-21,2013-01-30,3,80000000,hardware,operating,0,0,0,0,0,0,0,0,0,1,4,32,Success
Nestio,NY,New York,2011-02-01,2010-02-01,2013-07-09,5,3198236,web,operating,0,1,0,0,0,0,0,0,0,0,12,29,Failure
Net Element International,FL,Miami,2004-01-10,2012-04-29,2012-10-04,4,70000000,ecommerce,ipo,0,0,0,0,0,0,1,0,0,0,99,105,Success
NetBase Solutions,CA,Mountain View,2004-01-01,2005-06-01,2013-01-15,8,50716500,social,operating,0,0,0,0,0,0,0,0,0,1,17,108,Success
NetBeez,PA,Pittsburgh,2013-04-01,2013-07-01,2013-07-01,1,25000,software,operating,1,0,0,0,0,0,0,0,0,0,3,3,Failure
NetDevices,CA,Sunnyvale,2003-01-01,2005-08-16,2005-08-16,1,25000000,software,acquired,1,0,0,0,0,0,0,0,0,0,31,31,Success
NetEffect,TX,Austin,1999-01-01,2006-07-24,2006-07-24,1,25000000,public_relations,acquired,0,0,0,0,0,0,0,0,0,1,90,90,Success
NetManage,CA,Cupertino,1990-01-01,2007-06-17,2007-06-17,1,2700000,software,acquired,1,0,0,0,0,0,0,0,0,0,209,209,Success
NetPlenish,CA,Ventura,2011-01-01,2012-05-03,2012-05-03,1,1900000,web,operating,0,1,0,0,0,0,0,0,0,0,16,16,Failure
NetProspex,MA,Waltham,2006-11-30,2008-02-01,2012-06-06,5,14500000,analytics,operating,0,0,0,0,0,0,0,0,0,1,15,67,Success
NetShelter Technology Media,CA,San Francisco,1999-01-01,2008-12-15,2010-09-28,2,26100000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,119,140,Success
NetSocket,TX,Plano,2006-01-01,2009-11-18,2013-09-27,3,17200000,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,46,92,Success
NetSpark,NY,New York,2008-01-01,2008-01-01,2011-04-06,2,2000000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,0,39,Failure
NetSpend,TX,Austin,1999-01-01,2002-01-22,2002-01-22,1,5330000,other,operating,0,0,0,0,0,0,0,0,0,1,36,36,Failure
Netbooks,CA,San Francisco,2006-01-01,2007-09-05,2012-05-01,2,7087632,web,operating,0,1,0,0,0,0,0,0,0,0,20,76,Failure
Netchemia,KS,Prairie Village,2001-01-01,2013-05-03,2013-05-03,1,6500000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,148,148,Failure
Netcontinuum,CA,Santa Clara,1999-01-01,2005-10-17,2005-10-17,1,15000000,software,acquired,1,0,0,0,0,0,0,0,0,0,81,81,Success
Netcordia,MD,Annapolis,2000-01-01,2005-06-28,2006-07-31,2,13000000,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,65,78,Success
Neterion,CA,Cupertino,2001-01-01,2006-02-24,2006-02-24,1,6480000,public_relations,acquired,0,0,0,0,0,0,0,0,0,1,61,61,Success
Netflix,CA,Los Gatos,1997-01-01,1999-07-07,2011-12-06,2,230000000,games_video,ipo,0,0,0,0,0,1,0,0,0,0,30,179,Success
Netformx,CA,Santa Clara,1994-01-01,2009-12-14,2009-12-14,1,12000000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,191,191,Success
Netgamix Inc,IL,Chicago,2010-09-24,2011-10-15,2012-07-01,3,132885,games_video,closed,0,0,0,0,0,1,0,0,0,0,13,22,Failure
Nethra Imaging,CA,Santa Clara,2003-01-01,2006-11-03,2006-11-03,1,14000000,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,46,46,Success
Netli,CA,Palo Alto,2000-01-01,2006-02-13,2006-02-13,1,18000000,network_hosting,acquired,0,0,0,0,0,0,0,0,0,1,73,73,Success
Netotiate,MA,Waltham,2011-05-25,2011-06-09,2013-07-22,2,1600000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,1,26,Failure
Netpulse,CA,San Francisco,1994-01-01,2009-10-26,2012-07-30,3,20700000,news,operating,0,0,0,0,0,0,0,0,0,1,189,222,Success
Netronome Systems,CA,Santa Clara,2003-01-01,2006-11-01,2013-04-18,4,73197633,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,46,123,Success
Netseer,CA,Santa Clara,2006-01-01,2009-01-08,2010-12-01,2,14400000,advertising,operating,0,0,0,0,1,0,0,0,0,0,36,59,Success
Netsertive,NC,Morrisville,2009-01-01,2010-09-29,2012-08-14,3,13800000,advertising,operating,0,0,0,0,1,0,0,0,0,0,20,43,Success
Netsmart Technologies,NY,Great River,1968-01-01,2005-09-19,2005-09-19,1,4500000,software,operating,1,0,0,0,0,0,0,0,0,0,452,452,Failure
Nettle,CA,La Jolla,2010-10-04,2011-08-11,2011-08-11,1,500000,web,closed,0,1,0,0,0,0,0,0,0,0,10,10,Failure
Netuitive,VA,Reston,1997-01-01,2005-05-18,2010-06-14,3,23000000,software,operating,1,0,0,0,0,0,0,0,0,0,100,161,Success
Network Chemistry,CA,Palo Alto,2002-01-01,2005-04-14,2005-04-14,1,6000000,software,operating,1,0,0,0,0,0,0,0,0,0,39,39,Failure
Network Hardware Resale,CA,Santa Barbara,1986-01-01,2005-12-13,2012-08-08,2,13950000,public_relations,operating,0,0,0,0,0,0,0,0,0,1,239,319,Success
Network Intelligence,MA,Westwood,1996-01-01,2009-02-28,2009-02-28,1,12000000,security,acquired,0,0,0,0,0,0,0,0,0,1,157,157,Success
Network Optix,CA,BURBANK,2011-02-07,2011-11-30,2011-11-30,1,750000,software,operating,1,0,0,0,0,0,0,0,0,0,9,9,Failure
Network Physics,CA,Mountain View,1999-01-01,2006-04-13,2006-04-13,1,8630000,software,acquired,1,0,0,0,0,0,0,0,0,0,87,87,Success
Networked Insights,NY,Madison,2006-01-01,2007-11-07,2011-09-29,3,29000000,analytics,operating,0,0,0,0,0,0,0,0,0,1,22,68,Success
NetworkingPhoenix.com,AZ,Scottsdale,2008-03-01,2009-01-01,2009-01-01,1,300000,web,operating,0,1,0,0,0,0,0,0,0,0,10,10,Failure
Networks in Motion,CA,Aliso Viejo,2000-01-01,2006-03-31,2006-03-31,1,10000000,mobile,acquired,0,0,1,0,0,0,0,0,0,0,74,74,Success
NeuWave Medical,WI,Madison,2004-01-01,2008-02-08,2012-09-05,2,18500000,medical,operating,0,0,0,0,0,0,0,0,0,1,49,104,Success
Neumitra,MA,Boston,2009-01-01,2012-06-01,2012-06-01,2,20000,hardware,operating,0,0,0,0,0,0,0,0,0,1,41,41,Failure
Neuralieve,CA,Sunnyvale,2002-01-01,2010-01-11,2012-12-13,3,5032500,medical,operating,0,0,0,0,0,0,0,0,0,1,96,131,Failure
NeuroPace,CA,Mountain View,1997-01-01,2011-08-31,2013-07-09,2,67000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,175,198,Success
NeuroTherapeutics Pharma,IL,Chicago,2006-01-01,2010-05-20,2011-12-15,2,55000000,biotech,closed,0,0,0,0,0,0,0,1,0,0,52,71,Failure
NeuroVigil,CA,La Jolla,2007-01-01,2008-05-30,2011-05-03,2,250000,biotech,operating,0,0,0,0,0,0,0,1,0,0,16,52,Failure
Neurocrine Biosciences,CA,San Diego,1992-01-01,2009-12-17,2009-12-17,1,10000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,215,215,Success
Neurologix,NJ,Fort Lee,1999-01-01,2010-12-06,2010-12-06,1,7000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,143,143,Failure
Neuronetics,PA,Malvern,2003-01-01,2009-10-27,2013-01-03,3,60271500,biotech,operating,0,0,0,0,0,0,0,1,0,0,81,120,Success
Neuros Medical,OH,Willoughby,2008-01-01,2009-03-01,2013-02-19,3,5625000,medical,operating,0,0,0,0,0,0,0,0,0,1,14,61,Failure
Neverfail,TX,Austin,1993-01-01,2006-01-20,2006-01-20,1,10000000,software,operating,1,0,0,0,0,0,0,0,0,0,156,156,Success
Neverware,NY,New York,2011-03-01,2013-05-20,2013-05-20,1,1000000,hardware,operating,0,0,0,0,0,0,0,0,0,1,26,26,Failure
Nevro,CA,Menlo Park,2010-01-01,2011-07-19,2013-03-07,2,106000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,18,38,Success
New Relic,CA,San Francisco,2008-02-01,2008-04-01,2013-02-05,5,114500000,software,operating,1,0,0,0,0,0,0,0,0,0,2,60,Success
NewComLink,TX,Austin,2008-01-01,2011-07-18,2013-04-02,2,16135004,finance,operating,0,0,0,0,0,0,0,0,0,1,42,63,Success
NewCross Technologies,WA,Vancouver,2001-01-01,2005-10-06,2005-10-06,1,5200000,public_relations,operating,0,0,0,0,0,0,0,0,0,1,57,57,Failure
NewLeaf Symbiotics,MO,St. Louis,1999-01-01,2013-01-09,2013-01-09,1,7000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,168,168,Failure
NewTide Commerce,CO,Boulder,2012-08-23,2013-08-19,2013-08-19,1,450000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,12,12,Failure
Newfield Design,ME,West Newfield,2008-01-01,2012-05-14,2012-05-14,1,662000,manufacturing,closed,0,0,0,0,0,0,0,0,0,1,52,52,Failure
Newforma,NH,Manchester,2003-01-01,2005-10-01,2013-05-18,3,21100000,software,operating,1,0,0,0,0,0,0,0,0,0,33,124,Success
Newmerix,CO,Superior,2002-01-01,2007-01-02,2007-01-02,1,7000000,software,closed,1,0,0,0,0,0,0,0,0,0,60,60,Failure
Newport Media,CA,Lake Forest,2005-01-01,2005-03-22,2006-11-20,3,66000000,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,2,22,Success
News360,CA,San Francisco,2010-06-01,2010-07-01,2011-05-01,2,1500000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,1,11,Failure
NewsBasis,CA,San Francisco,2009-01-01,2009-11-01,2009-11-01,1,545000,public_relations,closed,0,0,0,0,0,0,0,0,0,1,10,10,Failure
NewsGator,CO,Denver,2004-01-01,2004-06-23,2011-11-14,7,39338411,enterprise,operating,0,0,0,1,0,0,0,0,0,0,5,94,Success
NewsMaven,CA,San Francisco,2013-06-06,2013-06-06,2013-06-06,1,60000,advertising,operating,0,0,0,0,1,0,0,0,0,0,0,0,Failure
Newsle,CA,San Francisco,2011-01-01,2012-02-22,2013-05-20,2,2250000,web,operating,0,1,0,0,0,0,0,0,0,0,13,28,Failure
Newsvine,WA,Seattle,2005-03-31,2005-07-01,2005-07-01,1,1250000,web,acquired,0,1,0,0,0,0,0,0,0,0,4,4,Success
NexGen Storage,CO,Louisville,2010-01-01,2011-02-07,2011-11-15,2,12010000,software,acquired,1,0,0,0,0,0,0,0,0,0,13,22,Success
NexPlanar,OR,Hillsboro,2008-06-12,2008-04-09,2013-06-26,5,43000000,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,2,60,Success
Nexant,CA,San Francisco,2000-01-01,2010-07-26,2010-09-21,3,82500000,software,operating,1,0,0,0,0,0,0,0,0,0,126,128,Success
Nexaweb Technologies,MA,Burlington,2000-01-01,2003-05-19,2012-08-21,3,14603757,software,operating,1,0,0,0,0,0,0,0,0,0,40,151,Success
Nexenta Systems,CA,Santa Clara,2005-09-26,2012-01-18,2013-02-27,2,45000000,software,operating,1,0,0,0,0,0,0,0,0,0,76,89,Success
Nexercise,MD,Silver Spring,2010-10-01,2011-11-22,2013-05-28,2,258000,mobile,operating,0,0,1,0,0,0,0,0,0,0,13,31,Failure
Nexgate,CA,Burlingame,2011-05-30,2011-07-01,2013-04-09,4,4300000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,2,23,Failure
Nexidia,GA,Atlanta,2000-01-01,2006-08-08,2012-09-12,4,38982526,analytics,operating,0,0,0,0,0,0,0,0,0,1,79,152,Success
Nexsan,CA,Thousand Oaks,2000-01-01,2003-12-01,2009-04-18,2,24500000,hardware,acquired,0,0,0,0,0,0,0,0,0,1,47,111,Success
Next Big Sound,NY,New York,2008-06-20,2009-08-06,2012-01-03,3,7500000,analytics,operating,0,0,0,0,0,0,0,0,0,1,14,43,Failure
Next Jump,NY,New York,1994-01-01,1998-01-01,2006-01-01,4,45000000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,48,144,Success
Next New Networks,NY,New York,2007-03-01,2007-01-01,2010-12-29,4,27063781,web,acquired,0,1,0,0,0,0,0,0,0,0,2,45,Success
Next Step Living,MA,Boston,2008-03-01,2010-08-16,2013-06-20,6,29649000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,29,63,Success
NextBio,CA,Santa Clara,2004-11-01,2005-01-01,2009-09-18,3,16100000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,2,58,Success
NextDocs,PA,Conshohocken,2006-01-01,2011-08-22,2013-09-11,3,28800000,software,operating,1,0,0,0,0,0,0,0,0,0,67,92,Success
NextHop Technologies,CA,Mountain View,2000-01-01,2007-07-28,2007-07-28,1,4000000,software,acquired,1,0,0,0,0,0,0,0,0,0,90,90,Success
NextIO,TX,Austin,2003-01-01,2005-01-11,2012-05-17,4,49600000,hardware,closed,0,0,0,0,0,0,0,0,0,1,24,112,Failure
NextImage Medical,CA,San Diego,2008-01-01,2009-11-17,2009-11-17,1,5000000,medical,operating,0,0,0,0,0,0,0,0,0,1,22,22,Failure
NextMedium,CA,Los Angeles,2004-01-01,2005-02-01,2006-07-24,2,9500000,software,operating,1,0,0,0,0,0,0,0,0,0,13,30,Success
NextNine,NY,New York,1998-01-01,2005-01-24,2006-09-27,2,15000000,software,operating,1,0,0,0,0,0,0,0,0,0,84,104,Success
NextPrinciples,CA,Milpitas,2010-12-01,2012-03-13,2013-02-15,2,1450000,software,operating,1,0,0,0,0,0,0,0,0,0,15,26,Failure
NextSpace,CA,Santa Cruz,2008-06-01,2011-03-09,2013-08-18,3,1750000,web,operating,0,1,0,0,0,0,0,0,0,0,33,62,Failure
Nextance,TX,Austin,2000-01-01,2006-05-03,2006-05-03,1,10100000,software,operating,1,0,0,0,0,0,0,0,0,0,76,76,Success
Nextdoor,CA,San Francisco,2010-01-01,2009-09-18,2013-02-12,4,40200000,social,operating,0,0,0,0,0,0,0,0,0,1,4,37,Success
Nextreme Thermal Solutions,NC,Durham,2004-01-01,2005-03-04,2008-08-06,2,21000000,hardware,operating,0,0,0,0,0,0,0,0,0,1,14,55,Success
Nextt,WI,Madison,2012-01-01,2013-06-19,2013-06-19,1,700000,social,operating,0,0,0,0,0,0,0,0,0,1,17,17,Failure
Nexx Systems,MA,Billerica,2001-01-01,2005-09-29,2009-12-14,3,15247925,semiconductor,acquired,0,0,0,0,0,0,0,0,0,1,56,107,Success
Nicira Networks,CA,Palo Alto,2007-01-01,2009-06-25,2011-02-03,4,39465448,network_hosting,acquired,0,0,0,0,0,0,0,0,0,1,29,49,Success
NiftyThrifty,NY,Brooklyn,2011-01-01,2012-08-24,2012-08-24,1,2000000,fashion,operating,0,0,0,0,0,0,0,0,0,1,19,19,Failure
NileGuide,CA,San Francisco,2006-01-01,2006-01-01,2010-12-03,3,13000000,travel,acquired,0,0,0,0,0,0,0,0,0,1,0,59,Success
Nimaya,DC,Washington,1998-01-01,2006-05-24,2006-05-24,1,3000000,software,operating,1,0,0,0,0,0,0,0,0,0,100,100,Failure
Nimbic (formerly Physware),CA,Mountain View,2006-01-01,2008-02-13,2011-06-02,3,11100000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,25,65,Success
Nimbit,MA,Framingham,2004-01-01,2006-05-01,2011-03-11,4,4817994,music,operating,0,0,0,0,0,0,0,0,0,1,28,86,Failure
Nimble CRM,CA,Santa Monica,2009-04-01,2010-01-01,2012-01-04,2,3000000,software,operating,1,0,0,0,0,0,0,0,0,0,9,33,Failure
Nimble Storage,CA,San Jose,2008-01-01,2010-12-08,2012-09-10,3,81700000,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,35,56,Success
Nimblefish Technologies,CA,San Francisco,1999-01-01,2005-04-01,2009-11-12,2,12950000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,75,130,Success
Nimbula,CA,Mountain View,2008-01-01,2010-06-23,2010-08-23,2,20750000,enterprise,acquired,0,0,0,1,0,0,0,0,0,0,29,31,Success
Nimbus Discovery,MA,Cambridge,2009-01-01,2011-03-10,2011-06-28,2,24000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,26,29,Success
Nimsoft,CA,Redwood City,2002-01-01,2007-01-10,2008-10-13,2,22300000,software,acquired,1,0,0,0,0,0,0,0,0,0,60,81,Success
Ning by Glam Media,CA,Brisbane,2004-10-31,2007-01-01,2009-07-01,4,119000000,enterprise,acquired,0,0,0,1,0,0,0,0,0,0,27,57,Success
Ninja Metrics,CA,Redondo Beach,2010-01-01,2012-07-17,2012-07-17,1,2600000,analytics,operating,0,0,0,0,0,0,0,0,0,1,30,30,Failure
Nintex,WA,Bellevue,2005-01-01,2013-03-27,2013-03-27,1,135000000,software,operating,1,0,0,0,0,0,0,0,0,0,98,98,Success
Ninua,CA,Palo Alto,2007-05-01,2010-01-01,2012-12-12,4,650000,web,operating,0,1,0,0,0,0,0,0,0,0,32,67,Failure
Nirvanix,CA,San Diego,2007-07-01,2007-09-18,2012-05-03,5,70000000,enterprise,closed,0,0,0,1,0,0,0,0,0,0,2,58,Failure
Nistica,NJ,Bridgewater,2005-01-01,2006-05-24,2011-02-01,5,25000000,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,16,73,Success
Nitch,MN,Minneapolis,2011-03-01,2011-11-01,2011-11-01,1,72000,social,operating,0,0,0,0,0,0,0,0,0,1,8,8,Failure
Niti Surgical Solutions,MO,Chesterfield,1996-01-01,2009-08-11,2009-08-11,1,18500000,biotech,operating,0,0,0,0,0,0,0,1,0,0,163,163,Success
Nitinol Devices & Components,CA,Fremont,1991-01-01,2011-04-26,2011-04-28,2,40000000,medical,operating,0,0,0,0,0,0,0,0,0,1,243,243,Success
Nitro,CA,San Francisco,2005-01-01,2012-04-03,2012-04-03,1,3500000,software,operating,1,0,0,0,0,0,0,0,0,0,87,87,Failure
NitroSecurity,NH,Portsmouth,1999-01-01,2005-02-25,2010-10-11,4,24500000,security,acquired,0,0,0,0,0,0,0,0,0,1,73,141,Success
NitroSell,CA,San Diego,2005-01-01,2007-04-08,2007-04-08,1,2005950,software,operating,1,0,0,0,0,0,0,0,0,0,27,27,Failure
Nitrous.IO,CA,Menlo Park,2012-07-01,2013-04-16,2013-04-16,1,1000000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,9,9,Failure
Niveus Medical,CA,Palo Alto,2008-01-01,2011-09-15,2013-08-02,2,2365000,biotech,operating,0,0,0,0,0,0,0,1,0,0,44,67,Failure
Nix Hydra Games,CA,Los Angeles,2012-01-01,2012-01-01,2012-01-01,1,345000,games_video,operating,0,0,0,0,0,1,0,0,0,0,0,0,Failure
NoWait,PA,Pittsburgh,2010-01-01,2010-06-01,2012-08-28,3,2075000,mobile,operating,0,0,1,0,0,0,0,0,0,0,5,31,Failure
Nobex Technologies,CA,Santa Cruz,2007-01-01,2008-10-21,2008-10-21,1,123000,mobile,operating,0,0,1,0,0,0,0,0,0,0,21,21,Failure
Nodality,CA,South San Francisco,2003-01-01,2006-08-17,2010-03-22,4,17040000,biotech,operating,0,0,0,0,0,0,0,1,0,0,43,86,Success
Nodeable,CA,San Francisco,2011-03-01,2011-07-26,2011-07-26,1,2000000,analytics,acquired,0,0,0,0,0,0,0,0,0,1,4,4,Success
Nodejitsu,NY,New York,2010-04-20,2011-04-01,2012-04-01,2,2650000,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,12,24,Failure
NoiseFree,CA,Sunnyvale,2005-01-01,2007-07-11,2007-07-11,1,1400000,software,operating,1,0,0,0,0,0,0,0,0,0,30,30,Failure
Nomadesk,TX,Austin,2004-09-20,2005-08-01,2010-10-29,3,11298100,enterprise,operating,0,0,0,1,0,0,0,0,0,0,11,73,Success
Nomi,NY,New York,2012-09-01,2013-02-11,2013-02-11,1,3000000,software,operating,1,0,0,0,0,0,0,0,0,0,5,5,Failure
Nominum,CA,Redwood City,1999-01-01,2000-05-11,2005-03-22,4,41000000,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,16,74,Success
Nomis Solutions,CA,San Bruno,2002-01-01,2005-06-01,2013-09-24,3,21000000,software,operating,1,0,0,0,0,0,0,0,0,0,41,140,Success
Nomorerack.com,NY,New York,2010-11-03,2012-11-30,2012-11-30,1,12000000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,24,24,Success
Noom,NY,New York,2008-01-01,2011-06-01,2012-12-18,3,2600000,mobile,operating,0,0,1,0,0,0,0,0,0,0,41,59,Failure
Noovo,CA,Palo Alto,2008-08-01,2007-10-01,2007-10-01,1,426960,web,operating,0,1,0,0,0,0,0,0,0,0,10,10,Failure
Nor1,CA,Santa Clara,2004-01-01,2009-09-02,2012-12-19,2,17100000,software,operating,1,0,0,0,0,0,0,0,0,0,68,107,Success
Nordic Windpower,CA,Berkeley,2007-01-01,2007-10-02,2010-01-05,3,54000000,cleantech,closed,0,0,0,0,0,0,0,0,0,1,9,36,Failure
Norse,MO,Clayton,2010-04-10,2011-09-01,2012-09-04,2,3550000,security,operating,0,0,0,0,0,0,0,0,0,1,17,29,Failure
NorthStar Systems International,CA,San Francisco,2001-01-01,2007-11-14,2007-11-15,2,29500000,software,operating,1,0,0,0,0,0,0,0,0,0,82,82,Success
Northeast Ohio Medical University,OH,Rootstown,1973-11-23,2013-07-17,2013-07-17,1,500000,education,operating,0,0,0,0,0,0,0,0,0,1,476,476,Failure
Notice Software,OH,Toledo,2009-01-01,2013-07-16,2013-07-16,1,350000,software,operating,1,0,0,0,0,0,0,0,0,0,54,54,Failure
NovaRay Medical,CA,Newark,1991-01-01,2009-11-01,2009-11-01,1,5900000,medical,operating,0,0,0,0,0,0,0,0,0,1,226,226,Failure
NovaTract Surgical,CT,New Haven,2010-01-01,2010-11-10,2012-06-25,4,3170000,medical,operating,0,0,0,0,0,0,0,0,0,1,10,29,Failure
Novafora,CA,San Jose,2004-01-01,2007-08-20,2007-08-20,1,12000000,software,operating,1,0,0,0,0,0,0,0,0,0,43,43,Success
Novare Surgical,CA,Cupertino,1999-01-01,2006-10-04,2006-10-04,1,16000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,93,93,Success
Novariant,CA,Fremont,1994-01-01,2005-05-10,2010-12-24,3,60500000,other,operating,0,0,0,0,0,0,0,0,0,1,136,203,Success
Novarra,IL,Itasca,1999-01-01,2007-07-31,2007-07-31,1,50000000,mobile,acquired,0,0,1,0,0,0,0,0,0,0,102,102,Success
Novel,WA,Redmond,2010-05-04,2010-06-02,2012-02-09,3,2267282,finance,operating,0,0,0,0,0,0,0,0,0,1,1,21,Failure
Novel Therapeutic Technologies,DE,Wilmington,2003-01-01,2011-12-19,2011-12-19,1,75000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,107,107,Success
Novera Optics,CA,Santa Clara,1999-01-01,2006-03-06,2006-03-06,1,7400000,public_relations,operating,0,0,0,0,0,0,0,0,0,1,86,86,Failure
Novinda,CO,Denver,2009-01-01,2012-02-13,2012-02-13,1,6000000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,37,37,Failure
Novira Therapeutics,PA,Radnor,2009-01-01,2011-07-26,2013-03-25,4,43995221,biotech,operating,0,0,0,0,0,0,0,1,0,0,30,50,Success
Novomer,MA,Waltham,2004-01-01,2007-11-07,2011-10-28,4,31400000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,46,93,Success
NowThis News,NY,New York,2012-09-01,2013-05-01,2013-05-08,2,9600000,mobile,operating,0,0,1,0,0,0,0,0,0,0,8,8,Success
Ntirety,MA,Dedham,2001-01-01,2008-03-26,2008-03-26,1,1000000,software,operating,1,0,0,0,0,0,0,0,0,0,86,86,Failure
NuConomy,CA,San Francisco,2006-01-01,2007-04-01,2008-02-01,2,3300000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,15,25,Success
